row_id,group,x,z,y,score
1,baseline,1.3716555790697877,1.6213419352588405,2.3919081795533397,63.88859055681884
2,baseline,-2.017539014887495,0.7453040379186474,-2.7896899278013505,63.327705234646075
3,baseline,-1.6326945207723926,-1.337903823690201,-2.1461665407443444,57.62868257526579
4,baseline,-0.6366696877744227,1.5057089584067223,1.1967051261826764,60.520974302892284
5,baseline,2.241679335239416,-0.9768159441341845,0.1695969338285071,57.69648400955621
6,baseline,-0.31744514869543305,-0.21605296863421636,0.6875768700348689,60.74520054795365
7,baseline,-1.0938468863786588,-0.911740572969531,-0.6282125939592416,60.996996130955104
8,baseline,0.31866994477320265,0.06557003978133037,1.5780869138269538,57.680543415444866
9,baseline,2.156735565711563,0.9021463405274014,1.500891938639682,63.483741818932295
10,baseline,0.5934289154577272,0.6803453211090438,2.361600324009198,60.294114681263125
11,baseline,-1.1036742378515991,0.5952336422828719,-0.1490572073075204,62.21699852046502
12,baseline,-0.4391126601744362,0.11009064569276282,0.8916256120024852,60.80778333253001
13,baseline,2.3233711372035657,0.6605295258938316,0.8988736263191472,57.1479775727324
14,baseline,1.9737314599866043,-0.9696941950359118,1.4117739809146377,58.157432948511236
15,baseline,-0.10056814177481055,-0.837675815225945,1.2217344960285395,55.03122647743324
16,baseline,0.13821865377581322,0.37681440108096054,1.964164534108344,59.695486558546186
17,baseline,0.5646246093698148,0.9637152081744977,2.342505648692106,59.87266788730849
18,baseline,1.2985236519273737,-0.20674155424076207,1.9080245580340451,57.81624828965016
19,baseline,-0.03895150275012638,0.3208245996589809,1.7583222079417278,59.41659169321635
20,baseline,-2.4662477601240167,-1.5961594852053043,-5.084197386678372,58.10210259389144
21,baseline,0.6900264409306218,0.5072212761595508,1.8982207353233143,61.89870343556352
22,baseline,-0.7653096398936503,0.11810181967255359,0.47209843256132794,58.72023232000794
23,baseline,-1.7692147769110607,0.1024794507081627,-2.1287146603320037,62.11230397902405
24,baseline,1.7498202950274093,-0.7511679759663346,1.0339230337562346,59.06374936460336
25,baseline,0.9840690894619004,0.7242076055791766,2.24216806200048,62.89211981317022
26,baseline,1.2003588589178182,0.4861875770664005,1.8030372758469149,59.90150476161298
27,baseline,2.4425796172418153,-0.15650980611832208,0.13526531460834407,59.381220048504574
28,baseline,1.2721833130261384,-2.147625717381317,0.6155655816914585,57.70587922584852
29,baseline,-1.6329309423570622,0.3508360494571978,-1.041945404155326,59.98104938332251
30,baseline,2.4607775239188303,0.09773878396138823,0.30825651449068014,60.99533962362245
31,baseline,1.58763338289838,-0.5810250026957349,1.6405139209602408,61.28574708188921
32,baseline,-0.4243677914926818,0.8468784632613083,1.158379475607465,62.30611109219892
33,baseline,-0.5629088010779766,-1.1113934736976727,-0.1882958275195722,59.62628906697298
34,baseline,0.04307514027729953,-1.0213945649359804,1.2907191351877965,58.99317856711104
35,baseline,-0.011796050751944787,0.24207476609280276,1.319863975812772,59.26209478900478
36,baseline,-1.4425596689839448,0.20434085113442177,-1.011623043969624,56.09695313300913
37,method_a,-2.1166103060893944,0.6811406290121783,-1.7026381139861568,66.94311747420961
38,method_a,0.48181482065242376,-0.8052038847572054,2.3260725204993045,56.68266354891219
39,method_a,1.4574159972411787,0.7537113500666358,3.0618406904384114,62.90627105086774
40,method_a,-2.4512272219193507,1.2716165662962742,-3.1905697480476403,64.55362023806256
41,method_a,2.1105994867798614,-0.9776107660178636,0.7808565599055519,61.31430347346199
42,method_a,-2.220716806334036,0.17147910547371756,-1.9220857094928836,62.81135144389109
43,method_a,-1.4897338262496311,0.37469453654595597,-0.6325084204693605,61.142372605672364
44,method_a,0.5363450352047834,-0.7168520131281847,1.9579876854805098,62.457386695544905
45,method_a,2.304913469339417,-1.4929066050234916,0.17840347635359832,60.07120621888604
46,method_a,-1.6599370883172009,0.27773763377758753,-0.4157934639376762,61.71113168952328
47,method_a,2.3977482343849754,-1.1423855809666856,0.3395057390921904,60.12368307601047
48,method_a,2.027827509556534,1.0573976365219715,2.082621160659339,61.753424248090916
49,method_a,0.15427018110927282,-0.1534835014664451,1.5603830431295318,61.74098690031776
50,method_a,1.319150175886468,0.9275791022774064,2.7103334868700997,62.25476157495184
51,method_a,-0.006416446825506128,-0.9853336821791223,2.591129986972685,61.926763650903105
52,method_a,0.02015188979031235,0.6996425856247867,2.0114003275198287,63.05244298408594
53,method_a,0.8382566690066158,-0.07397252856981273,2.337423661416337,60.50030803153968
54,method_a,1.0632420417149318,0.69753155638595,2.1488110332703463,63.91930884991687
55,method_a,-0.21911475112479462,-2.6650577025555946,1.052123596492074,56.439307328411246
56,method_a,1.550766472089224,0.27754810711744615,2.2031348998485445,63.57506384181131
57,method_a,-2.4519855340458294,0.7978808589724248,-2.990835827237086,61.9913070472451
58,method_a,-0.754226662704155,1.1245436200940215,1.6362408731524198,65.4867230738911
59,method_a,2.4015880598209476,-0.4099426621668586,1.0540519302752116,59.92430260410662
